Sentence,Label
"The final price will be specified by 14 May 2010 , the acquiring company said .",1
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .",2
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",1
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,1
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",1
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,0
"Originally posted to the PCMag.com security blog , Security Watch .",1
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",0
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",2
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",2
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .",1
"Purchase it for the 12MP snapper , if nothing else .",1
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",0
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,1
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1
The order is included in Metso 's fourth quarter 2007 order backlog .,1
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",1
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1
EPS grew to 0.04 eur from 0.02 eur .,2
`` Serving customers locally is one of the cornerstones of customer focus for us .,1
The value of the contract is EUR 25mn .,1
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
The new location is n't the only change Wellmont has in store for its air transport service .,1
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",2
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",2
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,1
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",1
"Exports of goods fell by 59 % , and imports by 16.7 % .",0
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",0
"So far as is known , he did not sell shares that he owns personally .",1
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1
"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",1
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",2
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",2
"Nordstjernan will make the offer in approximately one month , in September 2007 .",1
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",2
New Novator products are supposed to be exported .,1
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",1
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",1
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",1
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0
EBIT margin was up from 1.4 % to 5.1 % .,2
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",1
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0
The value of the order is around EUR 100 million .,1
Completion of the transaction is subject to a final agreement and a Due Diligence process .,1
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,1
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",1
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,1
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,2
"Financial , strategic and operational factors are considered .",1
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,2
The investment would be some EUR5m .,1
Satama 's net sales would be higher than the year before .,2
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1
The value of the order is about EUR 30mn .,1
A PLUMBING business has announced it is sponsoring a professional darts player .,1
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,1
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,2
